	Restaurant_Name	Address	Rating
0	The London Bar	The London NYC151 W. 54th St.New York, NY 100	13.0
1	Look	622 Washington Ave.Brooklyn, NY 112	13.0
2	Loreley	7 Rivington St.New York, NY 10002	13.0
3	Los Feliz	109 Ludlow St.New York, NY 10002	13.0
4	Las Ramblas	170 W. Fourth St.New York, NY 10014	13.0
5	Louie and Chan	303 Broome St.New York, NY 10002	13.0
6	Lovecraft	50 Ave. BNew York, NY 100	13.0
7	Lucali	575 Henry St.Brooklyn, NY 11231	13.0
8	Lugo Cucina Italiana	1 Penn PlazaNew York, NY 10119	13.0
9	Lupa	170 Thompson St.New York, NY 10012	13.0
0	Lusardi's	1494 Second Ave.New York, NY 100	13.0
1	L'ybane	709 8th Ave.New York, NY 10036	13.0
2	Macelleria	48 Gansevoort St.New York, NY 10014	13.0
3	Macondo	157 E. Houston St.New York, NY 10002	13.0
4	Maiella	4610 Center Blvd.Long Island City, NY 111	13.0
5	Maison Kayser	326 Bleecker St.New York, NY 100	13.0
6	Maison Kayser	1294 Third Ave.New York, NY 100	13.0
7	Malai Marke	318 E. 6th St.New York, NY 10003	13.0
8	Manducatis	13-27 Jackson Ave.Long Island City, NY 11101	13.0
9	Marco Polo	345 Court St.Brooklyn, NY 112	13.0
0	Marcony Ristorante	184 Lexington Ave.New York, NY 100	13.0
1	Mari Vanna	41 E. 20th St.New York, NY 10003	13.0
2	Maria Pia	319 W. 51st St.New York, NY 10019	13.0
3	Mark	33 St. Marks Pl.New York, NY 10003	13.0
4	Markt	676 Sixth Ave.New York, NY 10010	13.0
5	Marta	The Redbury New York29 E. 29th St.New York, NY 10016	13.0
6	Masala Times	194 Bleecker St.New York, NY 10012	13.0
7	Masq Restaurant & Lounge	306 E. 49th St.New York, NY 100	13.0
8	Mayahuel	304 E. 6th St.New York, NY 10003	13.0
9	Measure	Langham Place Fifth Avenue400 Fifth Ave.New York, NY 100	13.0
0	Meme	581 Hudson St.New York, NY 100	13.0
1	The Mermaid Inn	96 Second Ave.New York, NY 10003	13.0
2	The Mermaid Inn	568 Amsterdam Ave.New York, NY 10024	13.0
3	Mesa Coyoacan	372 Graham Ave.Brooklyn, NY 11211	13.0
4	Meskel	199 E. 3rd St.New York, NY 10009	13.0
5	Mezzaluna	1295 Third Ave.New York, NY 10021	13.0
6	Mezzogiorno	195 Spring St.New York, NY 10012	13.0
7	Mile End	97 Hoyt St.Brooklyn, NY 11217	13.0
8	Minton's	206 W. 118th St.New York, NY 10026	13.0
9	miss KOREA BBQ	10 W. 32nd St.New York, NY 10001	13.0
0	Miss Lily's	132 W. Houston St.New York, NY 10012	13.0
1	Mission Cantina	172 Orchard St.New York, NY 10002	13.0
2	Mission Chinese Food	171 E. BroadwayNew York, NY 10002	13.0
3	Miyabi	121 W. 3rd St.New York, NY 100	13.0
4	MoBay	17 W. 125th St.New York, NY 10027	13.0
5	Moku Moku	43 Bogart St.Brooklyn, NY 112	13.0
6	Mole	1735 Second Ave.New York, NY 10128	13.0
7	Mole	178 Kent Ave.Brooklyn, NY 11211	13.0
8	Momokawa	157 E. 28th St.New York, NY 10016	13.0
9	Monarch Rooftop Lounge	71 W. 35th St., 18th FloorNew York, NY 100	13.0
0	Monkey Bar	Hotel Elysée60 E. 54th St.New York, NY 10022	13.0
1	Mono+Mono	116 E. 4th St.New York, NY 100	13.0
2	Morrell Wine Bar & Cafe	Rockefeller Plaza1 Rockefeller PlazaNew York, NY 10020	13.0
3	Morton's The Steakhouse	551 Fifth Ave.New York, NY 100	13.0
4	Motorino East Village	349 E. 12th St.New York, NY 10003	13.0
5	Mtskheta	2568 86th St.Brooklyn, NY 11214	13.0
6	Mu Ramen	1209 Jackson Ave.Long Island City, NY 11101	13.0
7	Muk Eun Ji	34 W. 32nd St.New York, NY 100	13.0
8	Murals on 54	The Warwick New York Hotel65 W. 54th St.New York, NY 10019	13.0
9	MXco	1491 Second Ave.New York, NY 10075	13.0
0	Nai Tapas	174 First Ave.New York, NY 10009	13.0
1	Nan Xiang Xiao Long Bao	38-12 Prince St.Flushing, NY 113	13.0
2	Naples 45 Ristorante E Pizzeria	MetLife Building200 Park Ave.New York, NY 101	13.0
3	Natsumi Tapas	323 Third Ave.New York, NY 100	13.0
4	Navy	137 Sullivan St.New York, NY 10012	13.0
5	Nelson Blue	233 Front St.New York, NY 100	13.0
6	Neo Sushi Studio	1410 1st Ave.New York, NY 100	13.0
7	New Leaf Cafe	Fort Tryon Park1 Margaret Corbin Dr.New York, NY 10040	13.0
8	New York Central	Grand Hyatt New York109 E. 42nd St.New York, NY 10017	13.0
9	Nha Trang	87 Baxter St.New York, NY 10013	13.0
0	Nice Matin	201 W. 79th St.New York, NY 10024	13.0
1	Nicoletta	160 Second Ave.New York, NY 10003	13.0
2	Nightingale 9	329 Smith St.Brooklyn, NY 11231	13.0
3	Ninja	25 Hudson St.New York, NY 10013	13.0
4	Nino's Positano	890 Second Ave.New York, NY 10017	13.0
5	Nizza	530 Ninth Ave.New York, NY 10036	13.0
6	Noche Mexicana	842 Amsterdam Ave.New York, NY 10025	13.0
7	Noodle Pudding	38 Henry St.Brooklyn, NY 11201	13.0
8	Nori	129 Second Ave.New York, NY 10003	13.0
9	Norma's	Le Parker Meridien New York119 W. 56th St.New York, NY 10019	13.0
0	North River	166 First Ave.New York, NY 10009	13.0
1	Novecento	343 W. BroadwayNew York, NY 100	13.0
2	Nuevo Jardin de China	32-05 BroadwayAstoria, NY 111	13.0
3	No. 28 Carmine	28 Carmine St.New York, NY 100	13.0
4	Obicà Mozzarella Bar, Pizza e Cucina	928 BroadwayNew York, NY 100	13.0
5	Ocean Prime	123 W. 52nd St.New York, NY 100	13.0
6	Oda House	76 Avenue BNew York, NY 10009	13.0
7	Oficina Latina	24 Prince St.New York, NY 100	13.0
8	Ofrenda	113 Seventh Ave. S.New York, NY 10014	13.0
9	Old School Brooklyn	520 Court St.Brooklyn, NY 11231	13.0
0	Old Tbilisi Garden	174 Bleecker St.New York, NY 10012	13.0
1	Olio Pizza e Piu	3 Greenwich Ave.New York, NY 10014	13.0
2	Omen	113 Thompson St.New York, NY 10012	13.0
3	Omido	1695 BroadwayNew York, NY 10019	13.0
4	Onegin	391 Sixth Ave.New York, NY 10014	13.0
5	Ooviña	496 Ninth Ave.New York, NY 100	13.0
6	Opia	Renaissance New York Hotel 57130 E. 57th St.New York, NY 10022	13.0
7	Oregano	102 Berry St.Brooklyn, NY 11249	13.0
8	Orient-Express Cocktail Bar	325 W. 11th St.New York, NY 10014	13.0
9	Oriental Garden	14 Elizabeth St.New York, NY 10013	13.0
0	Orsay	1057 Lexington Ave.New York, NY 10021	13.0
1	Osteria al Doge	142 W. 44th St.New York, NY 10036	13.0
2	Otto Enoteca Pizzeria	1 Fifth Ave.New York, NY 10003	13.0
3	Oyishi	152 Seventh Ave. S.New York, NY 10014	13.0
4	The Palm	250 W. 50th St.New York, NY 100	13.0
5	Palm Too	840 Second Ave.New York, NY 10017	13.0
6	Pampano	209 E. 49th St.New York, NY 100	13.0
7	Paname French Restaurant	1068 Second Ave.New York, NY 10022	13.0
8	Panca	92 Seventh Ave. S.New York, NY 10014	13.0
9	Paola's Restaurant	Hotel Wales1295 Madison Ave.New York, NY 10128	13.0
0	Paradou	8 Little W. 12th St.New York, NY 10014	13.0
1	Le Parisien	163 E. 33rd St.New York, NY 10016	13.0
2	Park Kitchen	Park Central New York870 Seventh Ave.New York, NY 10019	13.0
3	Parm	248 Mulberry St.New York, NY 10012	13.0
4	Parm	235 Columbus Ave.New York, NY 10023	13.0
5	Parmys Persian Fusion	125 1st Ave.New York, NY 10003	13.0
6	Pasha	70 W. 71st St.New York, NY 10023	13.0
7	Pastai	186 Ninth Ave.New York, NY 10011	13.0
8	Pazza Notte	1375 Avenue of the AmericasNew York, NY 10019	13.0
9	Pearl Oyster Bar	18 Cornelia St.New York, NY 10014	13.0
0	The Pearl Room	8201 Third Ave.Brooklyn, NY 11209	13.0
1	Pegu Club	77 W. Houston St.New York, NY 10012	13.0
2	Pennsylvania 6	132 W. 31st St.New York, NY 10001	13.0
3	Per Lei	1347 Second Ave.New York, NY 10021	13.0
4	Peri Ela	1361 Lexington Ave.New York, NY 101	13.0
5	Periyali	35 W. 20th St.New York, NY 100	13.0
6	Perla cafe	234 W. 4th St.New York, NY 100	13.0
7	Pescatore	955 Second Ave., #957New York, NY 10022	13.0
8	Phayul	37-65 74th St.Jackson Heights, NY 11372	13.0
9	Piadina	57 W. Tenth St.New York, NY 10011	13.0
0	Piccolo Angolo	621 Hudson St.New York, NY 10014	13.0
1	Piccolo Café	313 Amsterdam Ave.New York, NY 100	13.0
2	Pier A Harbor House	22 Battery Pl.New York, NY 100	13.0
3	Pies 'n' Thighs	166 S. 4th St.Brooklyn, NY 11211	13.0
4	Pig and Khao	68 Clinton St.New YOrk, NY 10002	13.0
5	Ping's	22 Mott St.New York, NY 10013	13.0
6	Pinto	118 Christopher St.New York, NY 10014	13.0
7	Pio Pio	604 Tenth Ave.New York, NY 10036	13.0
8	Pizzetteria Brunetti	626 Hudson St.New York, NY 100	13.0
9	Plant Love House	86-08 Whitney Ave.Elmhurst, NY 113	13.0
0	Po	31 Cornelia St.New York, NY 10014	13.0
1	Pok Pok NY	117 Columbia St.Brooklyn, NY 11231	13.0
2	The Polo Bar	1 E. 55th St.New York, NY 100	13.0
3	Pork Slope	247 Fifth Ave.Brooklyn, NY 11215	13.0
4	Porteno	299 Tenth Ave.New York, NY 10001	13.0
5	Posto	310 2nd Ave.New York, NY 10003	13.0
6	Primola	1226 Second Ave.New York, NY 10021	13.0
7	Principessa	199 Prince St.New York, NY 100	13.0
8	Prospect	773 Fulton St.Brooklyn, NY 112	13.0
9	PS 450	450 Park Ave.New York, NY 100	13.0
0	PT Restaurant	331 Bedford Ave.Brooklyn, NY 11211	13.0
1	Pure Food & Wine	54 Irving Pl.New York, NY 10003	13.0
2	Purnima	245 W. 54th St.New York, NY 10019	13.0
3	Puttanesca	859 Ninth Ave.New York, NY 10019	13.0
4	Pye Boat Noodle Restaurant	35-13 BroadwayAstoria, NY 11106	13.0
5	Pylos	128 E. Seventh St.New York, NY 10009	13.0
6	Qi	31 W. 14th St.New York, NY 10011	13.0
7	Queen of Sheba	650 Tenth Ave.New York, NY 10036	13.0
8	Ramen Thukpa	70 Seventh Ave. S.New York, NY 100	13.0
9	Rasa	25 W. 8th St.New York, NY 10011	13.0
0	Rayuela	165 Allen St.New York, NY 10002	13.0
1	The Red Cat	227 Tenth Ave.New York, NY 10011	13.0
2	Red Egg	202 Centre St.New York, NY 10013	13.0
3	Red Gravy	151 Atlantic Ave.Brooklyn, NY 112	13.0
4	Redeye Grill	890 Seventh Ave.New York, NY 10019	13.0
5	The Redhead	349 E. 13th St.New York, NY 10003	13.0
6	Regional	2607 BroadwayNew York, NY 10025	13.0
7	Republic	37 Union Square W.New York, NY 10003	13.0
8	Reserve	407 Third Ave.New York, NY 10016	13.0
9	ReSette	7 W. 45th St.New York, NY 10036	13.0
0	Revel	10 Little W. 12th St.New York, NY 10014	13.0
1	Reynard	Wythe Hotel80 Wythe Ave.Brooklyn, NY 11249	13.0
2	Ribalta	48 E. 12th St.New York, NY 10003	13.0
3	River Styx	21 Greenpoint Ave.Brooklyn, NY 11222	13.0
4	Riverview	2-01 50th Ave.Long Island City, NY 11101	13.0
5	La Rivista	313 W. 46th St.New York, NY 100	13.0
6	Roberto's	603 Crescent Ave.Bronx, NY 104	13.0
7	Roc	190A Duane St.New York, NY 10013	13.0
8	Rock Center Cafe	Rockefeller Center20 W. 50th St.New York, NY 10020	13.0
9	Roman's	243 Dekalb Ave.Brooklyn, NY 11205	13.0
0	Root & Bone	200 E. 3rd St.New York, NY 100	13.0
1	Rosa Mexicano	1063 First Ave.New York, NY 100	13.0
2	Rosa Mexicano	61 Columbus Ave.New York, NY 100	13.0
3	Rosa Mexicano	9 E. 18th St.New York, NY 100	13.0
4	Rose Water	787 Union St.Brooklyn, NY 11215	13.0
5	Rosie's	29 E. 2nd St.New York, NY 100	13.0
6	Rossini's	108 E. 38th St.New York, NY 10016	13.0
7	The Royal Munkey	438 Second Ave.New York, NY 100	13.0
8	Royal Seafood	103 Mott St.New York, NY 100	13.0
9	Rubirosa	235 Mulberry St.New York, NY 10012	13.0
0	Rucola	190 Dean St.Brooklyn, NY 11217	13.0
1	Russ & Daughters Cafe	127 Orchard St.New York, NY 10002	13.0
2	Russ & Daughters	Jewish Museum1109 Fifth Ave.New York, NY 101	13.0
3	Sachi	713 Second Ave.New York, NY 10016	13.0
4	Sadelle's	463 W. BroadwayNew York, NY 100	13.0
5	Sahara's Turkish Cuisine	513 Second Ave.New York, NY 100	13.0
6	Saigon Grill	93 University Pl.New York, NY 10003	13.0
7	Saju	Hotel Mela120 W. 44th St.New York, NY 10036	13.0
8	Sakagura	211 E. 43rd St.New York, NY 10017	13.0
9	Sake Bar Hagi	152 W. 49th St.New York, NY 10019	13.0
0	Salsa y Salsa	206 Seventh Ave.New York, NY 10011	13.0
1	Salvation Taco	The Pod Hotel145 E. 39th St.New York, NY 10016	13.0
2	Sangria 46	338 W. 46th St.New York, NY 100	13.0
3	Sapphire Indian Cuisine	1845 BroadwayNew York, NY 10023	13.0
4	Sardi's	234 W. 44th St.New York, NY 10036	13.0
5	Savore	200 Spring St.New York, NY 10012	13.0
6	Saxon + Parole	316 BoweryNew York, NY 10012	13.0
7	Sazon	105 Reade St.New York, NY 10013	13.0
8	Scaletta Restaurant	50 W. 77th St.New York, NY 10024	13.0
9	Scarlatto	250 W. 47th St.New York, NY 10036	13.0
0	Schiller's Liquor Bar	131 Rivington St.New York, NY 10002	13.0
1	SEA	114 N. Sixth St.Brooklyn, NY 11211	13.0
2	The Seafire Grill	158 E. 48th St.New York, NY 10017	13.0
3	Seamore's	390 Broome St.New York, NY 100	13.0
4	Sel et Poivre	853 Lexington Ave.New York, NY 10065	13.0
5	Selamat Pagi	152 Driggs Ave.Brooklyn, NY 11222	13.0
6	Sembrado en Nueva York	432 E. 13th St.New York, NY 10009	13.0
7	Shalom Japan	310 S. 4th St.Brooklyn, NY 112	13.0
8	Shanghai Cafe	100 Mott St.New York, NY 10013	13.0
9	Sheep Station	149 Fourth Ave.Brooklyn, NY 112	13.0
0	Shinbashi	7 E. 48th St.New York, NY 10017	13.0
1	Sidecar	560 Fifth Ave.Brooklyn, NY 112	13.0
2	silverleaf tavern	70 park avenue hotel43 E. 38th St.New York, NY 10016	13.0
3	Simple Cafe	346 Bedford Ave.Brooklyn, NY 112	13.0
4	The Smith	55 Third Ave.New York, NY 10003	13.0
5	The Smith	1900 BroadwayNew York, NY 10023	13.0
6	The Smith	956 Second Ave.New York, NY 10022	13.0
7	Smith & Wollensky	797 3rd Ave.New York, NY 10017	13.0
8	Smoke Jazz Club	2751 BroadwayNew York, NY 10025	13.0
9	Smorgas Chef	58 Stone St.New York, NY 10004	13.0
0	Soba Totto	211 E. 43rd St.New York, NY 10017	13.0
1	Sobakoh	309 E. Fifth St.New York, NY 10003	13.0
2	Socarrat Paella Bar	259 W. 19th St.New York, NY 100	13.0
3	Soju Haus	315 5th Ave.New York, NY 100	13.0
4	Somtum Der	85 Ave. ANew York, NY 10009	13.0
5	Song	295 Fifth Ave.Brooklyn, NY 11215	13.0
6	Song' E Napule	146 W. Houston St.New York, NY 10012	13.0
7	South Brooklyn Pizza	451 Court St.Brooklyn, NY 11231	13.0
8	Speedy Romeo	376 Classon Ave.Brooklyn, NY 112	13.0
9	Spicy Village	68 Forsyth St.New York, NY 100	13.0
0	Spitzer's Corner	101 Rivington St.New York, NY 10002	13.0
1	Spot Dessert Bar	13 St. Marks Pl.New York, NY 100	13.0
2	The Spotted Pig	314 W. 11th St.New York, NY 10014	13.0
3	Sripraphai	64-13 39th Ave.Woodside, NY 11377	13.0
4	Staghorn Steakhouse	315 W. 36th St.New York, NY 10018	13.0
5	The Stanton Social	99 Stanton St.New York, NY 10002	13.0
6	Steak Frites	9 E. 16th St.New York, NY 10003	13.0
7	Stella 34 Trattoria	Macy's151 W. 34th St.New York, NY 10001	13.0
8	Sticky Rice	85 Orchard St.New York, NY 10002	13.0
9	STK	26 Little West 12th St.New York, NY 10014	13.0
0	STK Midtown	1114 Sixth Ave.New York, NY 10036	13.0
1	Stone Park Cafe	324 Fifth Ave.Brooklyn, NY 11215	13.0
2	Stone Rose Lounge	10 Columbus Cir.New York, NY 10019	13.0
3	Streetbird Rotisserie	2149 Frederick Douglass Blvd.New York, NY 10026	13.0
4	Streets	53 BroadwayBrooklyn, NY 112	13.0
5	Strong Place	270 Court St.Brooklyn, NY 11231	13.0
6	The Sunburnt Cow	137 Avenue CNew York, NY 10009	13.0
7	Sushi Sen Nin	30 E. 33rd St.New York, NY 10016	13.0
8	SUSHISAMBA	87 Seventh Ave.New York, NY 10014	13.0
9	Swine	531 Hudson St.New York, NY 10014	13.0
0	Taboon	773 Tenth Ave.New York, NY 10019	13.0
1	Tacombi	255 Bleecker St.New York, NY 100	13.0
2	Tacos Morelos	438 E. 9th St.New York, NY 10009	13.0
3	Tao	42 E. 58th St.New York, NY 10022	13.0
4	Tarallucci e Vino	15 E. 18th St.New York, NY 10003	13.0
5	Tastings Social Presents Mountain Bird	251 E. 110th St.New York, NY 100	13.0
6	Tavern on the Green	Central Park W.New York, NY 100	13.0
7	Ted's Montana Grill	Time-Life Building110 W. 51st St.New York, NY 10020	13.0
8	The Ten Bells	247 Broome St.New York, NY 10002	13.0
9	Tenzan	988 Second Ave.New York, NY 10022	13.0
0	Terroir Tribeca	24 Harrison St.New York, NY 10013	13.0
1	Tertulia	359 Sixth Ave.New York, NY 10014	13.0
2	Thalassa	179 Franklin St.New York, NY 10013	13.0
3	The Crooked Tree	110 St. Mark's Pl.New York, NY 10009	13.0
4	Thunder Jackson's 	169 Bleecker St.New York, NY 10012	13.0
5	Tijuana Picnic	151 Essex St.New York, NY  100	13.0
6	Timna	109 St. Marks Pl.New York, NY 100	13.0
7	Tony's Di Napoli	147 W. 43rd St.New York, NY 10036	13.0
8	THIS RESTAURANT IS CLOSED The Toucan & The Lion	342 E. 6th St.New York, NY 100	13.0
9	Trattoria Dell'Arte	900 Seventh Ave.New York, NY 10019	13.0
0	Trattoria Dopo Teatro	125 W. 44th St.New York, NY 100	13.0
1	Tre Otto	1410 Madison Ave.New York, NY 100	13.0
2	Tree	190 First Ave.New York, NY 10009	13.0
3	Trestle on Tenth	242 Tenth Ave.New York, NY 10001	13.0
4	Trinity Place Bar & Restaurant	115 BroadwayNew York, NY 10006	13.0
5	Tsukushi	300 E. 41st St.New York, NY 100	13.0
6	Tuome	536 E. 5th St.New York, NY 100	13.0
7	1200 Miles	31 W. 21st St.New York, NY 10010	13.0
8	2 West	The Ritz-Carlton New York, Battery ParkTwo West St.New York, NY 10004	13.0
9	Ugly Kitchen	103 First Ave.New York, NY 10003	13.0
0	Umami Burger	"432 Sixth Ave.New York, NY 10011 | Menu


 "	13.0
1	Umi Nom	433 Dekalb Ave.Brooklyn, NY 11205	13.0
2	Umi Sushi	118 E. 31st St.New York, NY 10016	13.0
3	Uminoie	86 E. 3rd St.New York, NY 100	13.0
4	Uncle Boon's	7 Spring St.New York, NY 10012	13.0
5	Uncle George's	33-19 BroadwayAstoria, NY 11103	13.0
6	Uncle Jack's Steakhouse	39-40 Bell Blvd.Bayside, NY 11361	13.0
7	Uncle Jack's Steakhouse	44 W. 56th St.New York, NY 10019	13.0
8	Union Bar & Kitchen	300 Spring St.New York, NY 10013	13.0
9	The Upsider	1004 Second Ave.New York, NY 10022	13.0
0	Utsav Festive India	1185 Ave. of the AmericasNew York, NY 100	13.0
1	Uva	1486 Second Ave.New York, NY 10075	13.0
2	The Vanderbilt	570 Vanderbilt Ave.Brooklyn, NY 11238	13.0
3	Vezzo	178 Lexington Ave.New York, NY 10016	13.0
4	Via Della Pace	48 E. Seventh St.New York, NY 100	13.0
5	ViceVersa	325 W. 51st St.New York, NY 10019	13.0
6	Victor's Cafe	236 W. 52nd St.New York, NY 10019	13.0
7	Viet Cafe	345 Greenwich St.New York, NY 10013	13.0
8	Vietnaam	1700 Second Ave.New York, NY 101	13.0
9	The View Restaurant	New York Marriott Marquis Times Square1535 BroadwayNew York, NY 10036	13.0
0	Villa Berulia	107 E. 34th St.New York, NY 10016	13.0
1	Vinegar Factory	431 E. 91st St.New York, NY 10128	13.0
2	Vinegar Hill House	72 Hudson Ave.Brooklyn, NY 11201	13.0
3	Vivolo	140 E. 74th St.New York, NY 10021	13.0
4	Vyne Wine Bar & Restaurant	82 W. 3rd St.New York, NY 10012	13.0
5	Wallflower	235 W. 12th St.New York, NY 100	13.0
6	Wassail	162 Orchard St.New York, NY 100	13.0
7	The Wayfarer	The Quin101 W. 57th St.New York, NY 10019	13.0
8	West 3rd Common	1 W. 3rd St.New York, NY 100	13.0
9	West Bank Cafe	407 W. 42nd St.New York, NY 10036	13.0
0	Westville	210 W. Tenth St.New York, NY 100	13.0
1	Westville East	173 Ave. ANew York, NY 100	13.0
2	White Oak Tavern	21 Waverly Pl.New York, NY 10003	13.0
3	Whitman & Bloom	384 Third Ave.New York, NY 100	13.0
4	Wildair	142 Orchard St.New York, NY 100	13.0
5	Wilfie & Nell	228 W. Fourth St.New York, NY 10014	13.0
6	The Windsor	234 W. 4th St.New York, NY 10014	13.0
7	Wolfgang's Steakhouse	4 Park Ave.New York, NY 10016	13.0
8	Wolfgang's Steakhouse TriBeCa	409 Greenwich St.New York, NY 10013	13.0
9	Wollensky's Grill	201 E. 49th St.New York, NY 10017	13.0
0	The Wren	344 BoweryNew York, NY 100	13.0
1	Xe Lua Vietnamese Restaurant	86 Mulberry St.New York, NY 10013	13.0
2	Yakitori Torishin	1193 First Ave.New York, NY 10065	13.0
3	Yuca Bar	111 Ave. ANew York, NY 10009	13.0
4	Zabb Elee	75 Second Ave.New York, NY 10003	13.0
5	Zampa	306 W. 13th St.New York, NY 10014	13.0
6	Zebu Grill	305 E. 92nd St.New York , NY 10028	13.0
7	Zenkichi	77 N. Sixth St.Brooklyn, NY 11211	13.0
8	Zero Otto Nove	15 W. 21st St.New York, NY 10010	13.0
9	Zerza	308 E. Sixth St.New York, NY 10003	13.0
0	230 Fifth	"230 Fifth Ave.New York, NY 10001 | Menu

 |"	14.0
1	Abboccato Italian Kitchen	136 W. 55th St.New York, NY 100	14.0
2	ABC Cocina	ABC Carpet & Home38 E. 19th St.New York, NY 10003	14.0
3	ABC Kitchen	ABC Carpet & Home35 E. 18th St. New York, NY 10003	14.0
4	ABV	1504 Lexington Ave.New York, NY 10029	14.0
5	Al Bustan	319 E. 53rd St.New York, NY 10022	14.0
6	al di la	248 Fifth Ave.Brooklyn, NY 112	14.0
7	Aldea	31 W. 17th St.New York, NY 10011	14.0
8	All'onda	22 E. 13th St.New York, NY 10003	14.0
9	Alloro	307 E. 77th St.New York, NY 10075	14.0
0	Alta	64 W. 10th St.New York, NY 10011	14.0
1	Amber	1406 Third Ave.New York, NY 10075	14.0
2	The Americano	Hotel Americano518 W. 27th St.New York, NY 10001	14.0
3	Ammos Estiatorio	52 Vanderbilt Ave.New York, NY 10017	14.0
4	Andanada 141	141 W. 69th St.New York, NY 10023	14.0
5	Anejo	301 Church St.New York, NY 100	14.0
6	Angus Club Steakhouse	135 E. 55th St.New York, NY 100	14.0
7	Arabelle	Hôtel Plaza Athénée37 E. 64th St.New York, NY 10065	14.0
8	Aroma Kitchen & Winebar	36 E. Fourth St.New York, NY 10003	14.0
9	Bagatelle	1 Little West 12th St.New York, NY 10014	14.0
0	Balade	208 First Ave.New York, NY 10009	14.0
1	Balthazar Restaurant	80 Spring St.New York, NY 10012	14.0
2	Bar Americain	152 W. 52nd St.New York, NY 10019	14.0
3	Bar Bolonat	611 Hudson St.New York, NY 10014	14.0
4	Bar Boulud	1900 BroadwayNew York, NY 10023	14.0
5	Bar Italia	768 Madison Ave.New York, NY 10065	14.0
6	Bar Jamon	125 E. 17th St.New York, NY 10003	14.0
7	Bar Masa	Time Warner Center10 Columbus CircleNew York, NY 10019	14.0
8	Barbaresco	843 Lexington Ave.New York, NY 10065	14.0
9	Batard	239 W. BroadwayNew York, NY 10013	14.0
0	Beauty & Essex	146 Essex St.New York, NY 10002	14.0
1	Ben & Jack's Steakhouse	255 Fifth Ave.New York, NY 10016	14.0
2	Benares	45 Murray St.New York, NY 10007	14.0
3	Benares	240 W. 56th St.New York, NY 10019	14.0
4	Benjamin Steakhouse	Dylan52 E. 41st St.New York, NY 10017	14.0
5	Benoit	60 W. 55th St.New York, NY 10019	14.0
6	BG Restaurant	Bergdorf Goodman754 Fifth Ave.New York, NY 10019	14.0
7	Bice Ristorante	7 E. 54th St.New York, NY 100	14.0
8	Bistro Chat Noir	22 E. 66th St.New York, NY 10065	14.0
9	Bistro Citron	473 Columbus Ave.New York, NY 10024	14.0
0	Bistro Vendôme	405 E. 58th St.New York, NY 100	14.0
1	BLT Prime	111 E. 22nd St.New York, NY 10010	14.0
2	Blue Ribbon	97 Sullivan St.New York, NY 10012	14.0
3	Blue Ribbon Sushi	"119 Sullivan St.New York, NY 10012 | Menu

 |"	14.0
4	Bobby Van's Steakhouse & Grill	25 Broad St.New York, NY 10004	14.0
5	Bobo	181 W. Tenth St.New York, NY 10014	14.0
6	Brasserie 8 1/2	9 W. 57th St.New York, NY 10019	14.0
7	Brasserie Ruhlmann	45 Rockefeller Plz.New York, NY 10111	14.0
8	Bricolage	162 Fifth Ave.Brooklyn, NY 112	14.0
9	Buddakan	75 Ninth Ave.New York, NY 10011	14.0
0	Burke & Wills	226 W. 79th St.New York, NY 10024	14.0
1	Café Altro Paradiso	234 Spring St.New York, NY 100	14.0
2	Caffe Storico	New York Historical Society170 Central Park WestNew York, NY 10024	14.0
3	Calle Ocho	446 Columbus Ave.New York, NY 10024	14.0
4	Candle 79	154 E. 79th St.New York, NY 10075	14.0
5	The Capital Grille	155 E. 42nd St.New York, NY 10017	14.0
6	The Capital Grille 	120 BroadwayNew York, NY 10271	14.0
7	Carbone	181 Thompson St.New York, NY 10012	14.0
8	Casa Nonna	310 W. 38th St.New York, NY 10036	14.0
9	Catch	21 Ninth Ave.New York, NY 10014	14.0
0	Caviar Russe	538 Madison Ave.New York, NY 10022	14.0
1	Caviarteria	75 Murray St.New York, NY 100	14.0
2	The Cecil	210 W. 118th St.New York, NY 10026	14.0
3	'Cesca	164 W. 75th St.New York, NY 10023	14.0
4	Chado	4 E. 36th St.New York, NY 10016	14.0
5	Chefs Club by FOOD & WINE	Puck Building275 Mulberry St.New York, NY 100	14.0
6	Chikalicious	203 E. Tenth St.New York, NY 10003	14.0
7	Christos Steakhouse	4108 23rd Ave.Astoria, NY 111	14.0
8	Churrascaria Plataforma	316 W. 49th St.New York, NY 10019	14.0
9	Cibo	767 Second Ave.New York, NY 10017	14.0
0	The Clocktower	The New York EDITION5 Madison Ave.New York, NY 100	14.0
1	Convivium Osteria	68 Fifth Ave.Brooklyn, NY 11217	14.0
2	Cookshop	156 Tenth Ave.New York, NY 10011	14.0
3	Da Silvano Restaurant	260 Sixth Ave.New York, NY 10014	14.0
4	Danji	346 W. 52nd St.New York, NY 10019	14.0
5	Darbar Grill	157 E. 55th St.New York, NY 10022	14.0
6	Daruma-Ya	Shuichi Kotani and Nobuhito Dosei428 Greenwich St.New York, NY 10013	14.0
7	David Burke Kitchen	The James New York23 Grand St.New York, NY 10013	14.0
8	Davio's	447 Lexington Ave.New York, NY 100	14.0
9	Dawat	210 E. 58th St.New York, NY 10022	14.0
0	Decoy	529 Hudson St.New York, NY 100	14.0
1	Del Frisco's Double Eagle Steak House	1221 Avenue of the AmericasNew York, NY 10020	14.0
